.id,crash_date,crash_time,severity
26974,04/20/2024,04:50:00,No injuries
26975,04/20/2024,05:37:00,Injured
26976,04/20/2024,14:34:00,Injured
26977,04/20/2024,21:55:00,No injuries
26978,04/20/2024,04:25:00,No injuries
26979,04/20/2024,17:10:00,No injuries
26980,04/20/2024,11:23:00,No injuries
26981,04/20/2024,20:25:00,No injuries
26982,04/20/2024,13:10:00,Injured
26983,04/20/2024,08:00:00,Injured
26984,04/20/2024,08:00:00,Injured
26985,04/20/2024,14:43:00,No injuries
26986,04/20/2024,17:55:00,Injured
26987,04/20/2024,00:00:00,Injured
26988,04/20/2024,23:41:00,Injured
26989,04/20/2024,01:47:00,Injured
26990,04/20/2024,03:00:00,Injured
26991,04/20/2024,06:10:00,No injuries
26992,04/20/2024,11:32:00,No injuries
26993,04/20/2024,22:50:00,Injured
26994,04/20/2024,16:50:00,Injured
26995,04/20/2024,12:25:00,No injuries
26996,04/20/2024,23:24:00,No injuries
26997,04/20/2024,17:32:00,Injured
26998,04/20/2024,21:30:00,No injuries
26999,04/20/2024,18:07:00,Injured
27000,04/20/2024,04:10:00,No injuries
27001,04/20/2024,11:25:00,Injured
27002,04/20/2024,16:50:00,Injured
27003,04/20/2024,21:30:00,No injuries
27004,04/20/2024,09:50:00,Injured
27005,04/20/2024,12:33:00,Injured
27006,04/20/2024,22:12:00,No injuries
27007,04/20/2024,01:46:00,No injuries
27008,04/20/2024,08:30:00,No injuries
27009,04/20/2024,07:25:00,Injured
27010,04/20/2024,08:00:00,No injuries
27011,04/20/2024,09:15:00,Injured
27012,04/20/2024,05:30:00,No injuries
27013,04/20/2024,15:24:00,No injuries
27014,04/20/2024,04:43:00,No injuries
27015,04/20/2024,19:35:00,Injured
27016,04/20/2024,12:54:00,No injuries
27017,04/20/2024,10:30:00,Injured
27018,04/20/2024,21:47:00,Injured
27019,04/20/2024,23:58:00,No injuries
27020,04/20/2024,17:33:00,Injured
27021,04/20/2024,23:05:00,No injuries
27022,04/20/2024,23:10:00,No injuries
27023,04/20/2024,12:33:00,No injuries
27024,04/20/2024,22:58:00,No injuries
27025,04/20/2024,02:40:00,No injuries
27026,04/20/2024,14:27:00,Injured
27027,04/20/2024,13:55:00,Injured
27028,04/20/2024,17:00:00,No injuries
27029,04/20/2024,14:00:00,Injured
27030,04/20/2024,23:38:00,No injuries
27031,04/20/2024,17:54:00,No injuries
27032,04/20/2024,00:40:00,No injuries
27033,04/20/2024,04:35:00,No injuries
27034,04/20/2024,09:20:00,No injuries
27035,04/20/2024,09:50:00,No injuries
27036,04/20/2024,13:25:00,No injuries
27037,04/20/2024,09:15:00,No injuries
27038,04/20/2024,18:00:00,Injured
27039,04/20/2024,03:40:00,No injuries
27040,04/20/2024,13:55:00,Injured
27041,04/20/2024,21:00:00,Injured
27042,04/20/2024,16:20:00,No injuries
27043,04/20/2024,13:05:00,Injured
27044,04/20/2024,11:00:00,No injuries
27045,04/20/2024,07:50:00,No injuries
27046,04/20/2024,15:34:00,Injured
27047,04/20/2024,02:00:00,No injuries
27048,04/20/2024,23:15:00,Injured
27049,04/20/2024,17:31:00,No injuries
27050,04/20/2024,17:00:00,No injuries
27051,04/20/2024,22:10:00,Injured
27052,04/20/2024,21:45:00,No injuries
27053,04/20/2024,18:23:00,No injuries
27054,04/20/2024,05:00:00,No injuries
27055,04/20/2024,02:50:00,Injured
27056,04/20/2024,13:10:00,No injuries
27057,04/20/2024,22:00:00,Injured
27058,04/20/2024,18:15:00,Injured
27059,04/20/2024,01:35:00,Injured
27060,04/20/2024,04:03:00,Injured
27061,04/20/2024,21:20:00,No injuries
27062,04/20/2024,17:45:00,Injured
27063,04/20/2024,23:30:00,No injuries
27064,04/20/2024,00:30:00,Injured
27065,04/20/2024,23:00:00,Injured
27066,04/20/2024,04:11:00,Injured
27067,04/20/2024,14:00:00,No injuries
27068,04/20/2024,15:55:00,Injured
27069,04/20/2024,00:00:00,No injuries
27070,04/20/2024,05:39:00,Injured
27071,04/20/2024,18:52:00,Injured
27072,04/20/2024,08:41:00,Injured
27073,04/20/2024,05:42:00,No injuries
27074,04/20/2024,09:10:00,No injuries
27075,04/20/2024,19:40:00,No injuries
27076,04/20/2024,18:50:00,Injured
27077,04/20/2024,11:15:00,Injured
27078,04/20/2024,11:01:00,No injuries
27079,04/20/2024,16:08:00,Injured
27080,04/20/2024,14:38:00,Injured
27081,04/20/2024,05:00:00,No injuries
27082,04/20/2024,13:37:00,No injuries
27083,04/20/2024,18:30:00,No injuries
27084,04/20/2024,04:06:00,Injured
27085,04/20/2024,17:20:00,No injuries
27086,04/20/2024,05:50:00,Injured
27087,04/20/2024,21:10:00,Injured
27088,04/20/2024,14:20:00,Injured
27089,04/20/2024,17:30:00,No injuries
27090,04/20/2024,16:35:00,No injuries
27091,04/20/2024,20:20:00,Injured
27092,04/20/2024,19:30:00,Injured
27093,04/20/2024,06:15:00,No injuries
27094,04/20/2024,04:30:00,Injured
27095,04/20/2024,05:00:00,No injuries
27096,04/20/2024,03:40:00,No injuries
27097,04/20/2024,11:20:00,No injuries
27098,04/20/2024,00:35:00,No injuries
27099,04/20/2024,15:41:00,Injured
27100,04/20/2024,03:20:00,No injuries
27101,04/20/2024,20:37:00,Injured
27102,04/20/2024,15:00:00,No injuries
27103,04/20/2024,13:10:00,Injured
27104,04/20/2024,23:45:00,No injuries
27105,04/20/2024,17:37:00,No injuries
27106,04/20/2024,23:20:00,No injuries
27107,04/20/2024,13:00:00,No injuries
27108,04/20/2024,15:25:00,Injured
27109,04/20/2024,12:57:00,Injured
27110,04/20/2024,23:12:00,No injuries
27111,04/20/2024,03:18:00,Injured
27112,04/20/2024,00:20:00,Injured
27113,04/20/2024,19:46:00,No injuries
27114,04/20/2024,16:00:00,No injuries
27115,04/20/2024,21:05:00,No injuries
27116,04/20/2024,20:55:00,No injuries
27117,04/20/2024,18:15:00,No injuries
27118,04/20/2024,10:06:00,Injured
27119,04/20/2024,02:51:00,No injuries
27120,04/20/2024,17:56:00,Injured
27121,04/20/2024,23:07:00,Injured
27122,04/20/2024,19:15:00,Injured
27123,04/20/2024,13:45:00,No injuries
27124,04/20/2024,10:16:00,No injuries
27125,04/20/2024,17:45:00,Injured
27126,04/20/2024,13:00:00,Injured
27127,04/20/2024,21:05:00,No injuries
27128,04/20/2024,22:46:00,No injuries
27129,04/20/2024,18:30:00,No injuries
27130,04/20/2024,22:00:00,No injuries
27131,04/20/2024,05:30:00,No injuries
27132,04/20/2024,12:18:00,Injured
27133,04/20/2024,23:21:00,Injured
27134,04/20/2024,16:53:00,No injuries
27135,04/20/2024,00:14:00,No injuries
27136,04/20/2024,17:00:00,No injuries
27137,04/20/2024,22:05:00,Injured
27138,04/20/2024,20:45:00,Injured
27139,04/20/2024,09:00:00,No injuries
27140,04/20/2024,17:45:00,No injuries
27141,04/20/2024,16:49:00,No injuries
27142,04/20/2024,23:40:00,No injuries
27143,04/20/2024,19:24:00,Injured
27144,04/20/2024,20:02:00,Injured
27145,04/20/2024,01:26:00,No injuries
27146,04/20/2024,13:00:00,No injuries
27147,04/20/2024,15:50:00,No injuries
27148,04/20/2024,02:02:00,Injured
27149,04/20/2024,17:10:00,No injuries
27150,04/20/2024,17:05:00,No injuries
27151,04/20/2024,19:32:00,Injured
27152,04/20/2024,17:16:00,Injured
27153,04/20/2024,21:15:00,No injuries
27154,04/20/2024,17:40:00,No injuries
27155,04/20/2024,18:00:00,No injuries
27156,04/20/2024,14:12:00,Injured
27157,04/20/2024,14:00:00,No injuries
27158,04/20/2024,22:21:00,Injured
27159,04/20/2024,11:38:00,No injuries
27160,04/20/2024,03:37:00,No injuries
27161,04/20/2024,01:00:00,No injuries
27162,04/20/2024,20:21:00,No injuries
27163,04/20/2024,10:15:00,No injuries
27164,04/20/2024,15:17:00,No injuries
27165,04/20/2024,00:30:00,No injuries
27166,04/20/2024,22:11:00,Injured
27167,04/20/2024,19:51:00,Injured
27168,04/20/2024,03:48:00,Injured
27169,04/20/2024,22:54:00,Injured
27170,04/20/2024,06:30:00,No injuries
27171,04/20/2024,13:45:00,Injured
27172,04/20/2024,09:30:00,No injuries
27173,04/20/2024,10:50:00,No injuries
27174,04/20/2024,06:58:00,Injured
27175,04/20/2024,00:30:00,No injuries
27176,04/20/2024,03:40:00,No injuries
27177,04/20/2024,20:00:00,No injuries
27178,04/20/2024,22:50:00,No injuries
27179,04/20/2024,09:20:00,No injuries
27180,04/20/2024,09:06:00,Injured
27181,04/20/2024,08:40:00,No injuries
27182,04/20/2024,10:30:00,No injuries
27183,04/20/2024,16:49:00,No injuries
27184,04/20/2024,11:00:00,Injured
27185,04/20/2024,18:20:00,No injuries
27186,04/20/2024,09:30:00,No injuries
27187,04/20/2024,17:06:00,Injured
27188,04/20/2024,15:25:00,No injuries
27189,04/20/2024,04:33:00,No injuries
27190,04/20/2024,15:48:00,Injured
27191,04/20/2024,03:45:00,No injuries
27192,04/20/2024,17:20:00,No injuries
27193,04/20/2024,01:20:00,No injuries
27194,04/20/2024,16:30:00,Injured
27195,04/20/2024,19:10:00,Injured
27196,04/20/2024,19:44:00,Injured
27197,04/20/2024,14:40:00,No injuries
27198,04/20/2024,23:33:00,Injured
27199,04/20/2024,21:50:00,No injuries
27200,04/20/2024,00:27:00,Injured
27201,04/20/2024,15:52:00,No injuries
27202,04/20/2024,07:30:00,No injuries
27203,04/20/2024,14:16:00,Injured
27204,04/20/2024,18:57:00,No injuries
27205,04/20/2024,14:20:00,No injuries
27206,04/20/2024,11:10:00,No injuries
27207,04/20/2024,01:00:00,No injuries
27208,04/20/2024,14:14:00,Injured
27209,04/20/2024,00:37:00,No injuries
27210,04/21/2024,08:09:00,No injuries
27211,04/21/2024,01:50:00,No injuries
27212,04/21/2024,17:15:00,No injuries
27213,04/21/2024,03:15:00,No injuries
27214,04/21/2024,17:30:00,Injured
27215,04/21/2024,02:36:00,Injured
27216,04/21/2024,22:05:00,Injured
27217,04/21/2024,12:28:00,No injuries
27218,04/21/2024,07:30:00,No injuries
27219,04/21/2024,18:20:00,Injured
27220,04/21/2024,12:35:00,Injured
27221,04/21/2024,01:36:00,No injuries
27222,04/21/2024,00:27:00,No injuries
27223,04/21/2024,18:46:00,No injuries
27224,04/21/2024,10:30:00,No injuries
27225,04/21/2024,14:30:00,Injured
27226,04/21/2024,05:00:00,Injured
27227,04/21/2024,18:30:00,No injuries
27228,04/21/2024,04:06:00,No injuries
27229,04/21/2024,08:30:00,No injuries
27230,04/21/2024,23:47:00,No injuries
27231,04/21/2024,02:12:00,No injuries
27232,04/21/2024,13:55:00,Injured
27233,04/21/2024,08:27:00,No injuries
27234,04/21/2024,11:15:00,Injured
27235,04/21/2024,11:43:00,Injured
27236,04/21/2024,00:53:00,No injuries
27237,04/21/2024,18:09:00,No injuries
27238,04/21/2024,00:03:00,Injured
27239,04/21/2024,04:54:00,No injuries
27240,04/21/2024,00:00:00,Injured
27241,04/21/2024,15:31:00,Injured
27242,04/21/2024,21:20:00,No injuries
27243,04/21/2024,16:00:00,Injured
27244,04/21/2024,19:33:00,Injured
27245,04/21/2024,09:59:00,Injured
27246,04/21/2024,07:35:00,No injuries
27247,04/21/2024,16:28:00,Injured
27248,04/21/2024,00:10:00,Injured
27249,04/21/2024,21:30:00,No injuries
27250,04/21/2024,01:05:00,No injuries
27251,04/21/2024,07:45:00,No injuries
27252,04/21/2024,19:30:00,No injuries
27253,04/21/2024,00:00:00,No injuries
27254,04/21/2024,07:36:00,No injuries
27255,04/21/2024,12:45:00,No injuries
27256,04/21/2024,15:07:00,No injuries
27257,04/21/2024,12:30:00,No injuries
27258,04/21/2024,13:30:00,Injured
27259,04/21/2024,20:00:00,Injured
27260,04/21/2024,16:35:00,No injuries
27261,04/21/2024,10:42:00,Injured
27262,04/21/2024,09:00:00,No injuries
27263,04/21/2024,03:50:00,Injured
27264,04/21/2024,04:49:00,No injuries
27265,04/21/2024,15:00:00,No injuries
27266,04/21/2024,16:37:00,No injuries
27267,04/21/2024,04:54:00,No injuries
27268,04/21/2024,05:22:00,No injuries
27269,04/21/2024,22:45:00,Injured
27270,04/21/2024,11:30:00,No injuries
27271,04/21/2024,21:28:00,Injured
27272,04/21/2024,02:00:00,No injuries
27273,04/21/2024,00:50:00,Injured
27274,04/21/2024,19:30:00,No injuries
27275,04/21/2024,23:44:00,Injured
27276,04/21/2024,00:58:00,No injuries
27277,04/21/2024,16:56:00,No injuries
27278,04/21/2024,22:25:00,No injuries
27279,04/21/2024,02:07:00,Injured
27280,04/21/2024,21:07:00,Injured
27281,04/21/2024,16:25:00,Injured
27282,04/21/2024,02:15:00,Injured
27283,04/21/2024,02:57:00,Injured
27284,04/21/2024,07:00:00,No injuries
27285,04/21/2024,19:25:00,No injuries
27286,04/21/2024,04:15:00,No injuries
27287,04/21/2024,06:10:00,Injured
27288,04/21/2024,05:20:00,No injuries
27289,04/21/2024,16:48:00,No injuries
27290,04/21/2024,20:44:00,No injuries
27291,04/21/2024,12:20:00,Injured
27292,04/21/2024,23:35:00,Injured
27293,04/21/2024,05:31:00,No injuries
27294,04/21/2024,18:00:00,No injuries
27295,04/21/2024,13:40:00,Injured
27296,04/21/2024,12:17:00,No injuries
27297,04/21/2024,13:15:00,No injuries
27298,04/21/2024,16:45:00,Injured
27299,04/21/2024,18:40:00,Injured
27300,04/21/2024,13:40:00,No injuries
27301,04/21/2024,00:20:00,No injuries
27302,04/21/2024,16:25:00,Injured
27303,04/21/2024,09:56:00,Injured
27304,04/21/2024,20:28:00,Injured
27305,04/21/2024,22:10:00,Injured
27306,04/21/2024,09:45:00,No injuries
27307,04/21/2024,21:32:00,No injuries
27308,04/21/2024,14:50:00,Injured
27309,04/21/2024,06:42:00,No injuries
27310,04/21/2024,00:00:00,No injuries
27311,04/21/2024,18:29:00,No injuries
27312,04/21/2024,12:23:00,Injured
27313,04/21/2024,10:21:00,Injured
27314,04/21/2024,01:41:00,No injuries
27315,04/21/2024,22:35:00,No injuries
27316,04/21/2024,00:00:00,No injuries
27317,04/21/2024,07:39:00,No injuries
27318,04/21/2024,05:15:00,No injuries
27319,04/21/2024,05:00:00,Injured
27320,04/21/2024,08:45:00,Injured
27321,04/21/2024,04:25:00,No injuries
27322,04/21/2024,04:19:00,No injuries
27323,04/21/2024,04:20:00,Injured
27324,04/21/2024,23:24:00,No injuries
27325,04/21/2024,12:41:00,No injuries
27326,04/21/2024,01:00:00,No injuries
27327,04/21/2024,10:45:00,Injured
27328,04/21/2024,22:50:00,Injured
27329,04/21/2024,04:23:00,Injured
27330,04/21/2024,12:40:00,Injured
27331,04/21/2024,15:00:00,Injured
27332,04/21/2024,04:00:00,Injured
27333,04/21/2024,00:00:00,Injured
27334,04/21/2024,22:58:00,Injured
27335,04/21/2024,16:38:00,No injuries
27336,04/21/2024,05:45:00,No injuries
27337,04/21/2024,00:00:00,No injuries
27338,04/21/2024,03:44:00,Injured
27339,04/21/2024,17:12:00,Injured
27340,04/21/2024,22:30:00,Injured
27341,04/21/2024,14:09:00,Injured
27342,04/21/2024,04:30:00,No injuries
27343,04/21/2024,12:00:00,No injuries
27344,04/21/2024,14:21:00,No injuries
27345,04/21/2024,08:20:00,No injuries
27346,04/21/2024,03:07:00,No injuries
27347,04/21/2024,04:53:00,Injured
27348,04/21/2024,10:20:00,No injuries
27349,04/21/2024,21:57:00,Injured
27350,04/21/2024,20:30:00,Injured
27351,04/21/2024,18:09:00,No injuries
27352,04/21/2024,13:28:00,No injuries
27353,04/21/2024,18:20:00,Injured
27354,04/21/2024,17:46:00,Injured
27355,04/21/2024,02:36:00,No injuries
27356,04/21/2024,09:30:00,No injuries
27357,04/21/2024,16:08:00,No injuries
27358,04/21/2024,11:25:00,No injuries
27359,04/21/2024,02:31:00,No injuries
27360,04/21/2024,02:34:00,Injured
27361,04/21/2024,05:00:00,No injuries
27362,04/21/2024,13:00:00,No injuries
27363,04/21/2024,17:19:00,No injuries
27364,04/21/2024,05:55:00,Injured
27365,04/21/2024,20:50:00,No injuries
27366,04/21/2024,08:00:00,No injuries
27367,04/21/2024,22:28:00,No injuries
27368,04/21/2024,10:00:00,No injuries
27369,04/21/2024,18:08:00,No injuries
27370,04/21/2024,22:30:00,Injured
27371,04/21/2024,00:55:00,No injuries
27372,04/21/2024,16:10:00,No injuries
27373,04/21/2024,04:00:00,No injuries
27374,04/21/2024,04:34:00,Injured
27375,04/21/2024,12:00:00,No injuries
27376,04/21/2024,13:00:00,No injuries
27377,04/21/2024,21:45:00,No injuries
27378,04/21/2024,19:00:00,No injuries
27379,04/21/2024,20:00:00,No injuries
27380,04/21/2024,07:40:00,Injured
27381,04/21/2024,23:07:00,No injuries
27382,04/21/2024,20:57:00,No injuries
27383,04/21/2024,01:59:00,No injuries
27384,04/21/2024,17:10:00,No injuries
27385,04/21/2024,20:30:00,No injuries
27386,04/21/2024,00:05:00,Injured
27387,04/21/2024,05:00:00,No injuries
27388,04/21/2024,15:33:00,No injuries
27389,04/21/2024,05:14:00,No injuries
27390,04/21/2024,13:15:00,Injured
27391,04/21/2024,23:15:00,No injuries
27392,04/21/2024,10:00:00,No injuries
27393,04/21/2024,11:00:00,Injured
27394,04/21/2024,05:35:00,No injuries
27395,04/21/2024,04:10:00,Injured
27396,04/21/2024,00:05:00,Injured
27397,04/21/2024,22:35:00,Injured
27398,04/21/2024,21:35:00,No injuries
27399,04/21/2024,15:50:00,Injured
27400,04/21/2024,03:47:00,Injured
27401,04/21/2024,20:44:00,Injured
27402,04/21/2024,16:24:00,Injured
27403,04/21/2024,17:44:00,No injuries
27404,04/21/2024,21:03:00,No injuries
27405,04/21/2024,13:35:00,Injured
27406,04/21/2024,21:00:00,No injuries
27407,04/21/2024,05:00:00,No injuries
27408,04/21/2024,23:25:00,No injuries
27409,04/21/2024,02:24:00,No injuries
27410,04/21/2024,00:33:00,Injured
27411,04/21/2024,14:28:00,No injuries
27412,04/21/2024,01:08:00,Injured
27413,04/21/2024,04:30:00,No injuries
27414,04/21/2024,23:15:00,No injuries
27415,04/21/2024,18:10:00,Injured
27416,04/21/2024,22:20:00,Injured
27417,04/21/2024,21:33:00,No injuries
27418,04/21/2024,17:00:00,No injuries
27419,04/21/2024,00:00:00,No injuries
27420,04/21/2024,14:41:00,No injuries
27421,04/21/2024,03:35:00,No injuries
27422,04/21/2024,05:30:00,No injuries
27423,04/21/2024,15:15:00,Injured
27424,04/21/2024,19:14:00,No injuries
27425,04/21/2024,00:00:00,No injuries
27426,04/21/2024,15:00:00,No injuries
27427,04/21/2024,11:00:00,No injuries
27428,04/21/2024,23:53:00,No injuries
27429,04/21/2024,09:30:00,No injuries
27430,04/21/2024,12:20:00,No injuries
27431,04/21/2024,17:10:00,No injuries
27432,04/21/2024,15:50:00,Injured
27433,04/21/2024,18:38:00,No injuries
27434,04/21/2024,02:16:00,No injuries
27435,04/21/2024,10:45:00,No injuries
27436,04/21/2024,04:30:00,Injured
27437,04/22/2024,15:15:00,Injured
27438,04/22/2024,21:32:00,No injuries
27439,04/22/2024,01:10:00,No injuries
27440,04/22/2024,11:52:00,Injured
27441,04/22/2024,18:45:00,Injured
27442,04/22/2024,13:30:00,No injuries
27443,04/22/2024,01:37:00,No injuries
27444,04/22/2024,09:33:00,Injured
27445,04/22/2024,09:03:00,Injured
27446,04/22/2024,00:15:00,No injuries
27447,04/22/2024,10:50:00,Injured
27448,04/22/2024,10:45:00,No injuries
27449,04/22/2024,06:20:00,No injuries
27450,04/22/2024,12:45:00,Injured
27451,04/22/2024,09:12:00,No injuries
27452,04/22/2024,19:07:00,Injured
27453,04/22/2024,16:59:00,No injuries
27454,04/22/2024,14:27:00,Injured
27455,04/22/2024,09:52:00,Injured
27456,04/22/2024,04:20:00,No injuries
27457,04/22/2024,15:20:00,Injured
27458,04/22/2024,08:15:00,No injuries
27459,04/22/2024,20:00:00,No injuries
27460,04/22/2024,10:30:00,No injuries
27461,04/22/2024,16:50:00,No injuries
27462,04/22/2024,12:15:00,No injuries
27463,04/22/2024,18:19:00,Injured
27464,04/22/2024,14:15:00,No injuries
27465,04/22/2024,07:15:00,Injured
27466,04/22/2024,18:35:00,No injuries
27467,04/22/2024,16:14:00,Injured
27468,04/22/2024,17:03:00,Injured
27469,04/22/2024,00:00:00,No injuries
27470,04/22/2024,21:15:00,No injuries
27471,04/22/2024,17:10:00,Injured
27472,04/22/2024,15:00:00,No injuries
27473,04/22/2024,01:00:00,No injuries
27474,04/22/2024,22:15:00,Injured
27475,04/22/2024,06:00:00,No injuries
27476,04/22/2024,16:06:00,No injuries
27477,04/22/2024,16:15:00,No injuries
27478,04/22/2024,11:10:00,No injuries
27479,04/22/2024,16:53:00,No injuries
27480,04/22/2024,20:38:00,No injuries
27481,04/22/2024,16:20:00,No injuries
27482,04/22/2024,16:00:00,No injuries
27483,04/22/2024,21:00:00,No injuries
27484,04/22/2024,03:30:00,No injuries
27485,04/22/2024,13:34:00,Injured
27486,04/22/2024,09:45:00,No injuries
27487,04/22/2024,17:03:00,Injured
27488,04/22/2024,09:58:00,Injured
27489,04/22/2024,19:41:00,No injuries
27490,04/22/2024,15:00:00,No injuries
27491,04/22/2024,14:39:00,No injuries
27492,04/22/2024,07:00:00,Injured
27493,04/22/2024,13:42:00,Injured
27494,04/22/2024,01:30:00,No injuries
27495,04/22/2024,10:29:00,No injuries
27496,04/22/2024,15:30:00,Injured
27497,04/22/2024,12:20:00,No injuries
27498,04/22/2024,06:23:00,No injuries
27499,04/22/2024,15:10:00,No injuries
27500,04/22/2024,04:40:00,Injured
27501,04/22/2024,05:48:00,No injuries
27502,04/22/2024,15:26:00,Injured
27503,04/22/2024,15:05:00,No injuries
27504,04/22/2024,17:12:00,Injured
27505,04/22/2024,16:25:00,No injuries
27506,04/22/2024,18:45:00,No injuries
27507,04/22/2024,11:35:00,No injuries
27508,04/22/2024,13:13:00,Injured
27509,04/22/2024,06:08:00,No injuries
27510,04/22/2024,20:50:00,No injuries
27511,04/22/2024,02:45:00,No injuries
27512,04/22/2024,17:20:00,Injured
27513,04/22/2024,20:27:00,No injuries
27514,04/22/2024,06:35:00,No injuries
27515,04/22/2024,17:04:00,Injured
27516,04/22/2024,03:55:00,No injuries
27517,04/22/2024,02:50:00,No injuries
27518,04/22/2024,23:10:00,No injuries
27519,04/22/2024,12:00:00,No injuries
27520,04/22/2024,14:10:00,No injuries
27521,04/22/2024,03:39:00,Injured
27522,04/22/2024,14:52:00,Injured
27523,04/22/2024,08:38:00,Injured
27524,04/22/2024,09:23:00,Injured
27525,04/22/2024,02:37:00,No injuries
27526,04/22/2024,09:20:00,Injured
27527,04/22/2024,09:00:00,No injuries
27528,04/22/2024,15:20:00,Injured
27529,04/22/2024,14:30:00,Injured
27530,04/22/2024,16:10:00,No injuries
27531,04/22/2024,01:12:00,No injuries
27532,04/22/2024,23:15:00,No injuries
27533,04/22/2024,19:44:00,No injuries
27534,04/22/2024,20:20:00,Injured
27535,04/22/2024,12:40:00,Injured
27536,04/22/2024,04:20:00,No injuries
27537,04/22/2024,16:42:00,Injured
27538,04/22/2024,22:52:00,Injured
27539,04/22/2024,19:28:00,No injuries
27540,04/22/2024,07:30:00,Injured
27541,04/22/2024,10:00:00,No injuries
27542,04/22/2024,22:00:00,Injured
27543,04/22/2024,11:38:00,Injured
27544,04/22/2024,16:00:00,No injuries
27545,04/22/2024,15:50:00,No injuries
27546,04/22/2024,16:05:00,No injuries
27547,04/22/2024,09:20:00,Injured
27548,04/22/2024,14:03:00,No injuries
27549,04/22/2024,20:42:00,Injured
27550,04/22/2024,13:00:00,No injuries
27551,04/22/2024,09:45:00,Injured
27552,04/22/2024,12:26:00,No injuries
27553,04/22/2024,19:17:00,No injuries
27554,04/22/2024,05:40:00,No injuries
27555,04/22/2024,16:10:00,Injured
27556,04/22/2024,18:34:00,Injured
27557,04/22/2024,16:46:00,No injuries
27558,04/22/2024,13:30:00,No injuries
27559,04/22/2024,06:30:00,No injuries
27560,04/22/2024,19:30:00,No injuries
27561,04/22/2024,08:15:00,No injuries
27562,04/22/2024,09:07:00,Injured
27563,04/22/2024,17:48:00,Injured
27564,04/22/2024,18:50:00,No injuries
27565,04/22/2024,03:15:00,No injuries
27566,04/22/2024,17:08:00,Injured
27567,04/22/2024,10:40:00,No injuries
27568,04/22/2024,20:35:00,No injuries
27569,04/22/2024,07:48:00,Injured
27570,04/22/2024,17:25:00,Injured
27571,04/22/2024,18:52:00,Injured
27572,04/22/2024,12:00:00,Injured
27573,04/22/2024,11:15:00,No injuries
27574,04/22/2024,10:13:00,No injuries
27575,04/22/2024,09:17:00,Injured
27576,04/22/2024,20:27:00,No injuries
27577,04/22/2024,14:15:00,No injuries
27578,04/22/2024,13:19:00,Injured
27579,04/22/2024,20:05:00,Injured
27580,04/22/2024,20:15:00,Injured
27581,04/22/2024,17:40:00,Injured
27582,04/22/2024,16:00:00,No injuries
27583,04/22/2024,17:19:00,No injuries
27584,04/22/2024,08:40:00,No injuries
27585,04/22/2024,00:06:00,Injured
27586,04/22/2024,14:40:00,Injured
27587,04/22/2024,03:00:00,Injured
27588,04/22/2024,17:10:00,Injured
27589,04/22/2024,18:30:00,No injuries
27590,04/22/2024,00:00:00,Injured
27591,04/22/2024,17:00:00,No injuries
27592,04/22/2024,12:40:00,Injured
27593,04/22/2024,13:51:00,No injuries
27594,04/22/2024,19:25:00,Injured
27595,04/22/2024,19:13:00,Injured
27596,04/22/2024,18:25:00,No injuries
27597,04/22/2024,10:54:00,Injured
27598,04/22/2024,22:59:00,Injured
27599,04/22/2024,10:55:00,Injured
27600,04/22/2024,09:00:00,No injuries
27601,04/22/2024,14:00:00,No injuries
27602,04/22/2024,23:30:00,Injured
27603,04/22/2024,20:40:00,Injured
27604,04/22/2024,04:50:00,No injuries
27605,04/22/2024,12:45:00,Injured
27606,04/22/2024,23:35:00,No injuries
27607,04/22/2024,04:27:00,No injuries
27608,04/22/2024,23:18:00,Injured
27609,04/22/2024,16:20:00,No injuries
27610,04/22/2024,09:40:00,No injuries
27611,04/22/2024,22:33:00,Injured
27612,04/22/2024,08:13:00,No injuries
27613,04/22/2024,22:25:00,No injuries
27614,04/22/2024,23:35:00,Injured
27615,04/22/2024,08:08:00,No injuries
27616,04/22/2024,16:30:00,Injured
27617,04/22/2024,16:01:00,Injured
27618,04/22/2024,00:05:00,No injuries
27619,04/22/2024,03:30:00,No injuries
27620,04/22/2024,15:00:00,No injuries
27621,04/22/2024,15:10:00,Injured
27622,04/22/2024,17:42:00,No injuries
27623,04/22/2024,19:06:00,Injured
27624,04/22/2024,18:55:00,No injuries
27625,04/22/2024,06:42:00,Injured
27626,04/22/2024,09:00:00,No injuries
27627,04/22/2024,13:10:00,Injured
27628,04/22/2024,12:12:00,No injuries
27629,04/22/2024,13:50:00,No injuries
27630,04/22/2024,17:30:00,Injured
27631,04/22/2024,18:40:00,Injured
27632,04/22/2024,10:29:00,No injuries
27633,04/22/2024,08:41:00,Injured
27634,04/22/2024,15:25:00,No injuries
27635,04/22/2024,09:00:00,Injured
27636,04/22/2024,11:30:00,No injuries
27637,04/22/2024,13:50:00,Injured
27638,04/22/2024,08:08:00,Injured
27639,04/22/2024,20:56:00,Injured
27640,04/22/2024,18:00:00,No injuries
27641,04/22/2024,07:57:00,Injured
27642,04/22/2024,19:00:00,No injuries
27643,04/23/2024,12:45:00,Injured
27644,04/23/2024,00:40:00,Injured
27645,04/23/2024,14:25:00,Injured
27646,04/23/2024,12:20:00,Injured
27647,04/23/2024,03:00:00,No injuries
27648,04/23/2024,11:50:00,No injuries
27649,04/23/2024,05:10:00,Deadly
27650,04/23/2024,23:36:00,Injured
27651,04/23/2024,16:54:00,Injured
27652,04/23/2024,22:06:00,No injuries
